dish_id,dish_name,ingredients,instructions,tips,usage,cooking_time,servings,difficulty,image_url,url
171,Thịt Kho,"Thịt ba chỉ: 300g, Hành tím băm: 2m, Tỏi băm: 1m, Hành lá: 1 nhánh, Dầu ăn: 7g","Ướp thịt ba chỉ với 1 gói Gia vị nêm sẵn Aji-Quick® Thịt Kho, hành và tỏi băm, để thấm 15 phút Làm nóng 1 ít dầu ăn, cho thịt ba chỉ và xào săn, thêm nước vào xâm xấp mặt thịt, tiếp tục kho đến đến khi nước sánh lại, tắt lửa, rắc thêm 1 ít tiêu và hành lá cắt nhỏ.",nan,Dùng nóng với cơm trắng,20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/12/3.png,https://monngonmoingay.com/thit-kho/
172,Blendy®matcha Sữa Tào Phớ,"Lá dứa: 2 lá, Gừng: 5g, Sữa đậu nành không đường: 200ml, Đường: 50g, Nước cốt chanh: 1m, Nước lọc: 500ml","Lá dứa cắt khúc 3cm; Gừng cắt sợi Trộn 4 gói Blendy® Trà Matcha Sữa với 1m bột rau câu trước, sau đó cho 400ml nước lọc, 200ml sữa đậu nành với 1/2 lá dứa, bắt lên bếp, khuấy tan đều, nấu vừa nóng (90 độ C) không sôi. Vớt bỏ lá dứa, khuấy đều. Tắt bếp, để nguội đến khi hỗn hợp đông lại. Nước đường: Cho 50g đường, 100ml nước lọc, 1/2 lá dứa còn lại, gừng cắt sợi, 1/2m nước cốt chanh, nấu 5 phút ở lửa nhỏ đến khi nước đường hơi sệt lại.","🧑‍🍳 Trộn bột rau câu với blendy matcha sữa trước để tránh bị vón cục, 🧑‍🍳 Không đun sôi hỗn hợp để tạo độ mềm mịn cho món ăn.","Cho tàu phớ ra chén hoặc ly, thêm nước đường, gừng lên mặt. (Độ ngọt tùy ý). Dùng nóng hoặc lạnh tùy ý.",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/12/Blend-matcha-tao-pho.png,https://monngonmoingay.com/blendy-matcha-sua-tao-pho/
173,Lẩu Sườn Cọng,"Sả băm: 1m, Riềng: 20g, Lá chanh: 3 lá, Hành tím băm: 2M, Tỏi băm: 1M, Ớt sừng: 1 trái, Tôm khô: 10g","Ngâm sườn phai tiết cho sạch. Chặt nhỏ 3cm, rửa sạch, để ráo Thơm xay vắt lấy nước, đậu hủ chiên cắt miếng vừa ăn Ướp sườn 20 phút với: 1/2M tỏi băm, 1M hành tím băm, 1/2m muối, 2m đường, 1m Bột ngọt AJI-NO-MOTO®o, 1/2m tiêu, 1m nước mắm Xào thơm tôm khô với hành tím băm, tỏi băm còn lại, 1m sả băm, ớt sừng băm, riềng cắt lát. Sau đó cho sườn đã ướp vào xào với lửa lớn đến khi săn lại. 🫕Nước lẩu: Cho tiếp 2L nước lọc, 1 gói Gia vị nêm sẵn Aji-Quick® Lẩu Thái, 1/6 trái thơm vào nấu lửa vừa đến khi sườn mềm. Thêm đậu hủ chiên, đảo đều.","Ngâm phai tiết sườn để nước dùng trong và thơm., Xào tôm khô dậy mùi thơm,để nước lẩu có mùi vị đặc trưng, Cho thơm vào nấu cùng giúp sườn mau mềm, nước dùng có vị chua ngọt và thơm hơn.","Cho ra nồi ăn lẩu, thêm lá chanh, ngò gai cắt nhuyễn lên mặt. Dùng nóng, ăn kèm các loại rau ăn lẩu tùy ý. Chấm cùng nước mắm mặn",0,4,Trung bình,https://monngonmoingay.com/wp-content/uploads/2024/12/Lau-suon-cong-1.png,https://monngonmoingay.com/lau-suon-cong/
174,Gà Chiên Giòn Xóc Vị Thái,"Gà phi lê: 300g, Sả cây: 20g, Tương ớt: 20g, Xà lách: 200g, Bơ: 100g, Rau thơm: 50g","Gà cắt miếng vừa ăn, để ráo Sả cây lóc bỏ phần vỏ ngoài cứng, bên trong bào thật mỏng Đun nóng dầu ăn, tẩm sả qua Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn, đem chiên chín vàng, vớt ra để ráo dầu. Trộn đều gà và sả, sau đó xóc đều với Aji-Quick® Lẩu Thái (100g gà sau chiên, xóc với 1/3m Aji-Quick® Lẩu Thái)","Hương vị: Gà chiên vàng giòn, thơm mùi Aji-Quick® Lẩu Thái, vị vừa ăn, cay và chua nhẹ kích thich vị giác, Màu sắc: Màu vàng của gà chiên, điểm màu đỏ của Aji-Quick® Lẩu Thái",Xếp ra dĩa. Dùng làm món ăn chơi.,10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/11/Ga-chien.png,https://monngonmoingay.com/ga-chien-gion-xoc-vi-thai/
175,Bánh Tráng Cuộn Trứng Áp Chảo,"Bánh tráng: 80g, Trứng gà: 150g, Rau răm: 10g, Hành phi: 10g, Sa tế: 10g","Đánh tan trứng gà, nêm 1 ít hạt nêm Hạt nêm Aji-ngon® Heo, chiên trứng chín","Bánh tráng giòn nhẹ, vị thơm béo vừa ăn., Màu sắc hấp dẫn của nguyên liệu & xốt Mayonnaise Aji-mayo., Vị béo nhẹ của trứng & xốt Mayonnaise Aji-mayo, thơm cay của sa tế và rau thơm.","Xếp ra dĩa, topping Xốt Mayonnaise Aji-mayo. Dùng làm món ăn chơi.",9,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/11/Banh-trang.png,https://monngonmoingay.com/banh-trang-cuon-trung-ap-chao/
176,Mì Xào Xá Xíu,"Mì tươi: 200g, Xá xíu: 100g, Lạp xưởng: 100g, Cà rốt: 50g, Cải thảo: 100g, Đậu Hà Lan trái: 100g, Nấm rơm: 50g, Cần tàu: 30g","Xá xíu cắt sợi. Cà rốt cắt sợi. Cải thảo cắt miếng xéo. Đậu Hà Lan trái, nấm rơm cắt đôi. Hành lá, ngò rí, cần tàu cắt nhỏ. Nấu nước sôi có thêm 1m dầu ăn, cho đậu Hà Lan vào trụng, vớt ra, cho mì tươi vào trụng nhanh, vớt ra xả qua nước lạnh, để ráo, trộn thêm ít 1/2m dầu mè và 1m nước tương “Phú Sĩ”. Cho lạp xưởng vào chảo, đổ nước ngập, nấu đến khi nước cạn hết, lăn cho lạp xưởng tươm mỡ, vàng thơm, để nguội, cắt sợi. Pha xốt: 1M nước tương “Phú Sĩ”, 1M dầu hào, 1/2m hạt nêm Aji-ngon®, 1/4m đường, 1m dầu mè, 1/2M tương ớt. Cho ít dầu vào chảo, cho mì vào áp chảo đến khi sợi mì hơi xém lại, cho ra tô trộn đều với 1/2 hỗn hợp xốt đã pha. Phi thơm hành tỏi băm, cho rau củ vào xào chín tới với phần xốt còn lại, cho tiếp phần mì đã trộn gia vị và xá xíu, lạp xưởng vào, trộn đều, nếm vị vừa ăn, cho hành lá, cần tàu lên trên, tắt lửa.","💡Áp chảo mì với lửa lớn để mì thơm mùi khói, món ăn hấp dẫn hơn, 💡Không chiên lạp xưởng, mà luộc lạp xưởng và áp chảo để lạp xưởng chín đều và thơm ngon, 💡Pha xốt sẵn để gia vị hòa tan, nguyên liệu thấm đều vị.","Cho mì xào ra đĩa lớn, trang trí thêm vài cọng ngò rí lên trên cho đẹp mắt., Có thể thêm vài lát ớt tươi nếu thích ăn cay.",45,4,Trung bình,https://monngonmoingay.com/wp-content/uploads/2024/10/Mi-xao-xa-xiu.png,https://monngonmoingay.com/mi-xao-xa-xiu-2/
177,Bánh Nướng Halloween,"Trứng gà: 4 quả, Sữa tươi: 80g, Nước cốt chanh vàng: 20g, Bột socola đen: 1.5m, Chuối chín: 200g, Đường: 30g, Muối: 2g, Dầu ăn: 20g, Vỏ chanh vàng: 1m","Làm nóng lò nướng khoảng 15 phút, cho hỗn hợp bánh ra 2/3 khuôn, tiếp đến tạo nhiều hình xoắn ốc trên mặt bánh bằng hỗn hợp socola, rồi dùng tăm khứa thành hình mạng nhện. Nướng bánh ở nhiệt độ 170 độ trong vòng 20 phút. Có thể thử bánh đã chín hay chưa bằng cách cắm một que xiên tre vào giữa bánh; nếu rút ra mà không thấy bột dính trên que, thì bánh đã chín.","💡Dùng bột bánh rán pha sẵn vị truyền thống giúp tối giản bước làm, bánh xốp mềm thơm ngon., 💡Ăn kèm xốt socola hoặc các loại trái cây trong dịp lễ Halloween",Cắt bánh thành từng miếng nhỏ vừa ăn,30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/10/Banh-nuong-Halloween.png,https://monngonmoingay.com/banh-nuong-halloween/
178,Mì Trộn Sốt Kho Quẹt,"Thịt thăn bò: 150g, Trứng gà: 2 quả, Cải thìa: 100g, Giá đỗ: 100g","Chuẩn bị chảo sau đó cho 1M dầu ăn vào chảo phi thơm 1/2M tỏi băm, cho 150g thịt bò + 2M nước lọc + 2M Xốt dùng ngay Kho Quẹt + 1m tiêu xay vào xào nhanh cho chín thịt bò Cho mì đã luộc, cải thìa và giá vào trộn đều với thịt bò đã xào.","Thịt bò xào lửa lớn cho không bị dai, Dùng Xốt dùng ngay Kho Quẹt giúp món ăn thơm ngon, nhanh gọn., Rau củ luộc nước sôi sau đó ngâm qua nước đá cho giòn và giữ màu.",Cho mì ra đĩa rồi cho 4m hành phi và 2 quả trứng gà luộc lên trên là dùng được,10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/10/Mi-tron-sot-kho-quet.png,https://monngonmoingay.com/mi-tron-sot-kho-quet/
179,Gyoza,"Bắp cải: 150g, Dầu ăn: 5g, Nước tương: 22g, Dầu ớt: 1m","Bắp cải bào sợi thật nhuyễn. Ngâm bắp cải vào nước đá khoảng 10 phút trước khi ăn, khi ăn vớt ra để ráo. Gyoza: Không cần rã đông, đun nóng 1M dầu ăn, cho Gyoza và áp chảo lửa lớn 1 phút, sau đó thêm vào 1/3 chén nước, đậy nắp, nấu nhỏ lửa 4 phút, mở nắp charp, nấu thêm 1 phút cho cạn hết nước và gyoza chín hoàn toàn Làm nước chấm kiểu Nhật: pha 1.5M nước tương Phú Sĩ, 3/4M giấm và 1m dầu ớt, trộn đều","Thêm nước và đậy nắp giúp Gyoza chín đều, Nấu cạn hết nước để phần đáy Gyoza hơi sém, giòn nhẹ và thơm ngon hơn","Xếp gyoza ra dĩa, khi ăn chấm nước chấm, ăn kèm bắp cải cắt sợi rưới Aji-Xốt mè rang",6,0,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/10/Gyoza.png,https://monngonmoingay.com/gyoza/
180,Pancake Chocolate Trái Cây Nhiệt Đới,"Táo: 1quả, Kiwi: 1 quả, Dâu: 1 quả, Rượu Rum: 1m, Bơ lạt: 10g, Whipping cream: 15ml, Đường: 20g","Táo bỏ vỏ,cắt vuông 1cm. Kiwi bỏ vỏ,cắt vuông 1cm. Dâu cắt đôi. Cho 35ml nước vào 75g bột pancake, khuấy đều đến khi hỗn hợp mịn. Nướng bánh theo hướng dẫn trong bao bì. Làm caramel: cho 10g đường, 1m nước lọc thắng tan chảy, đến khi hỗn hợp có màu nâu nhạt, tắt bếp cho từ từ 15ml whipping cream khuấy đều. Sau đó cho thêm 15g bơ lạnh & 1m rượu Rum tiếp tực khuấy tan đều.","Thắng caramel ở lửa nhỏ., Chọn loại trái cây ít đường, vị chua nhẹ mix sẽ hài hòa hơn., THỰC ĐƠN GIÚP HOẠT ĐỘNG TRÍ NÃO HIỆU QUẢ, Dinh dưỡng: 1900 kcal. G:P:L=60:15:25, Tráng miệng: Xoài, Tráng miệng 1 hũ yaourt không đường, Tráng miệng: đu đủ, 👩‍🍳 Lời khuyên của chuyên gia dinh dưỡng:, Đối tượng sử dụng thực đơn là những người làm công việc lao động trí óc, học sinh trong mùa thi, người có các biểu hiện của tình trạng giảm hoạt động trí não như nhức đầu, mệt mỏi, buồn ngủ…, Khẩu phần ăn giảm năng lượng chung và giảm béo, tăng chất bột đường và các vitamin tan trong nước., Món ăn cần được áp dụng cùng lúc với thực đơn ngày kèm theo, không ăn nhiều hơn lượng đã được tính toán tránh nguy cơ tăng cân và tăng khối mỡ., Mỗi ngày cần tập luyện các môn thể dục tốc độ nhanh như chạy bộ, bơi lội trong 45-60 phút và cần thêm 10-15 phút hít thở sâu., Giấc ngủ sâu trong đêm rất quan trọng, cần ngủ sớm trước 22g và ngủ đủ trên 6 giờ mỗi đêm.","Phết caramel lên mặt bánh pancake, xếp lần lượt bánh chồng lên nhau. Cho trái cây lên mặt bánh cuối cùng, rưới xốt caramel đều trên mặt trái cây.",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2023/12/pancake-chocolate-trai-cay-2.jpg,https://monngonmoingay.com/pancake-chocolate-trai-cay-nhiet-doi/
181,Bông Cải Xào Nước Tương,"Bông cải trắng: 200g, Măng tây: 200g, Nấm đùi gà: 150g","Bông cải trắng cắt miếng vừa ăn. Măng tây tước vỏ, cắt khúc 5 cm. Thơm cắt lát dày 3 ly. Cà rốt tỉa cắt khoanh dày 2 ly. Nấm đùi gà rửa sạch, cắt lát 3 ly. Sơ chế rau: Chần bông cải, cà rốt và măng tây qua nước sôi. Đun nóng 2M dầu ăn, phi 1M boa rô cắt lát, cho nấm vào đảo đều, cho tiếp các loại rau còn lại vào, nêm 2m đường, 1m hạt nêm AjiNgon nấm, 1M nước tương “Phú Sĩ”. Xào thêm 2 phút cho rau củ chín, thêm lá boa rô cắt sợi, rắc tiêu Tắt lửa.","Chần qua bông cải, cà rốt và măng tâu để sau khi xào không bị teo và dai., Bào bỏ lớp vỏ dai bên ngoài của phần gốc của măng tây (phần già) tận dụng được tối đa., Xào lửa to cho rau củ giữ được độ giòn.","Múc bông cải xào cùng rau củ, nấm ra đĩa. Dọn kèm với nước tương Phú Sĩ và ớt cắt lát., Ăn với cơm.",10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/01/bong-cai-xao-nuoc-tuong.jpg,https://monngonmoingay.com/bong-cai-xao-nuoc-tuong/
182,Mề Gà Xào Cay,"Mề gà (trưởng thành): 300g, Hành lá: 20g, Ớt sừng: 10g, Tỏi băm: 25g, Ớt bột: 1m, Tiêu: 1/3m","Trụng sơ mề gà với nước có rượu và gừng, sau đó khứa hình hoa khế. Xốt xào: Pha hỗn hợp sốt gồm 1/3m tiêu, 1m ớt bột, 2m đường, 1M tương ớt, 2M dầu hào, 2M nước tương, và 1,5M Giấm gạo lên men Ajinomoto. Phi 1/2M tỏi với đầu điều cho thơm, sau đó cho mề gà vào đảo đều cho săn mặt, cho hết lượng xốt cùng 1 chén nước nấu với lửa nhỏ trong vòng 5 phút. Sau 5 phút thì mề gà đã chín thì cho hành cắt khúc và ớt sừng cắt lát mỏng vào đảo đều rồi tắt lửa.","💡 Trụng sơ mề gà với nước có rượu và gừng để khử mùi tanh., 💡 Mề gà khứa hoa khế giúp thấm vị hơn., 💡 Có thể sử dụng nguyên bộ nội tạng gà nếu người tiêu dùng ko mua được mề.","Dùng nóng với cơm trắng, Món ăn ngon đi kèm: Canh tôm chua cay",5,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/06/me-ga-xao-cay-8.jpg,https://monngonmoingay.com/me-ga-xao-cay/
183,Phở Gà,"Thịt gà: 600g, Xương heo: 300g, Gừng, hành tím: 50g, Sá sùng: 25g, Đường phèn: 20g, Lá chanh Bắc: 6 lá","Xương gà, xương heo rửa sạch, chần qua nước sôi rồi rửa lại bằng nước lạnh. Ướp thịt gà với 1 ít muối, tiêu, bột ngọt AJI-NO-MOTO® và nước mắm. Nướng sơ qua gừng, hành tím và rễ ngò. Bọc gừng, hành tím, rễ ngò trong 1 miếng vải mùng, buộc lại. Cho xương vào nồi với 5 lít nước lạnh, đun sôi rồi giảm lửa, hớt bọt kỹ. Thêm cần tây, boaro, gừng, hành tím, rễ ngò đã nướng. Nấu nhỏ lửa khoảng 2 – 3h sau đó lọc lấy 3 lít nước dùng. Hành lá cắt lấy đầu trắng, trụng qua nước sôi, phần lá cắt nhỏ. Hành tây cắt lát mỏng. Lá chanh rửa sạch, cắt sợi nhỏ. Ngò gai rửa sạch, để ráo. Nấu sôi nước dùng, nêm 2M muối hột, 1M nước mắm, 1m hạt nêm Aji-ngon®, 20g đường phèn và 2m bột ngọt AJI-NO-MOTO®. Thịt gà rửa sạch, cho vào nồi nước dùng luộc chín, vớt ra ngâm vào thau nước đá rồi lọc lấy thịt xé sợi.",Nêm muối hột và đường phèn để nước dùng ngọt thanh.,"Khi ăn nhúng bánh phở vào nước nóng, vẩy ráo rồi cho vào tô. Xếp thịt gà, hành lá, hành tây, ngò gai và lá chanh lên trên. Chan nước dùng đang sôi vào tô phở, dọn kèm nước mắm nguyên chất, ớt cắt lát và chanh, ăn nóng.",180,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/2.phoga3_.png,https://monngonmoingay.com/pho-ga/
184,Trà Sữa Blendy Trái Cây,"Syrup đào: 2m, Đào ngâm: 20g, Dâu tây: 20g, Bơ chín: 20g, Nước cốt chanh: 1m","🍎 Pha trà sữa: Pha Blendy trà sữa Royal với 40 ml nước. Khi trà sữa còn nóng, pha đều từ từ với 10 ml (2m) syrup đào. 🍎 Cắt trái cây: Cắt vuông khoảng 1 cm gồm: đào ngâm, dâu tây, bơ. Ướp bơ với 1m nước cốt chanh.","Pha trà sữa nóng từ từ vào syrup giúp dễ tan syrup hơn., Ướp nước cốt chanh vào bơ giúp giữ màu đẹp cho bơ., Pha trà hơi đặc để giữ đá tan chậm, tạo hình trà sữa hấp dẫn hơn.","Cho đá viên vào ly, chế trà sữa lên. Trên cùng topping trái cây cắt vuông và 1 đọt húng lủi.",5,1,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/01/tra-sua.jpg,https://monngonmoingay.com/tra-sua-blendy-trai-cay/
185,Đậu Trộn Dầu Giấm Xốt Mè Rang,"Đậu trắng lon: 150g, Đậu gà lon: 150g, Bắp hạt lon: 250g, Ớt sừng: 1 quả, Xốt mè rang: 2M, Ức gà: 400g, Salad Iceberg: 20g","Đậu trắng, đậu gà, bắp hạt rửa sạch, để ráo. Ngò rí cắt nhỏ. Cho các loại đậu, bắp và hành tây vào thau ướp 1m muối. Trút để ráo nước. Ướp gà với 1/2m muối với một ít tiêu. Sau đó áp chảo 2 mặt với 1M dầu ô liu. Sau đó để nguội cắt hạt lựu. Cho tất cả thành phần vào trộn đều, sau đó cho ra đĩa.","Chỉ nên ướp trước đậu, bắp, hành để món trộn thấm dịu., Ngâm hành tây trong nước để giảm bớt độ hăng của hành., Sử dụng xốt mè rang Ajinomoto để món ăn thấm vị, thơm mè và tiết kiệm thời gian pha xốt.","Cho 2M Xốt mè rang lên trên, trộn đều khi thưởng thức., Món ăn ngon đi kèm: Cơm gạo lứt hạt sen",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/01/salad-dau-giam.jpg,https://monngonmoingay.com/dau-tron-dau-giam-xot-me-rang/
186,Cá Nục Kho Mía,"Cá nục con nhỏ: 400g, Hành tím: 50g, Hành lá: 20g, Ớt trái: 3 trái, Tỏi băm: 30g, Tương ớt: 1M, Nước màu: 1M","🔪🐟Sơ chế cá nục: Cá làm sạch ruột, cắt bỏ phần mang cá, rửa dưới vòi nước chảy để loại bỏ hết chất nhầy, ngâm cá vào nước muối pha loãng hoặc nước vo gạo khoảng 15 phút để khử mùi tanh. Sau đó rửa lại sạch và để ráo Mía cây bỏ mắt, cắt làm 4 theo chiều dọc. Hành tím lột vỏ, cắt đôi. Hành lá cắt khúc 3cm. Ớt trái khứa xéo. Ướp cá với tất cả gia vị cùng 1m Hạt nêm Aji-ngon® HEO, 1m Bột ngọt AJI-NO-MOTO®, 1m đường, 5M nước mắm, 1M nước màu, đầu hành lá và tỏi băm, để thấm. Xếp 1 lớp mía vào nồi đất, xếp cá lên trên, thêm ớt trái, 1M tương ớt và 2 chén nước vào, kho lửa lớn đến khi nước sôi vớt bọt, sau đó đậy nắp, hạ lửa liu riu. Kho cá 30 phút đến khi cá thấm và mềm, nước sánh cạn, rút mía ra. Cho hành lá, tiêu vào, tắt lửa.","💡Đập dập mía để chất ngọt của mía dễ thấm vào thịt cá khi kho., 💡Lót mía dưới đáy nồi giúp cá không bị sém đồng thời giúp món cá kho ngon ngọt hơn.",Dùng kèm cơm nóng.,30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/06/ca-nuc-kho-mia.jpg,https://monngonmoingay.com/ca-nuc-kho-mia/
187,Da Heo Chiên Nước Mắm,"Da heo: 500g, Ớt sừng: 1 trái, Tỏi băm: 1M, Bột năng: 1M","Cho da heo vào nồi, thêm nước ngập mặt, thêm 1m muối, luộc vừa chín tới 5 phút tính từ lúc nước sôi. Vớt ra xả qua nước lạnh, để nguội. Cắt miếng vuông cạnh 3cm. Hành tây cắt múi cau bảng 2cm, hành lá cắt khúc xéo 3cm, ớt sừng cắt hình thoi cạnh 3cm. Cho 200ml dầu vào chảo đun vừa nóng, cho da heo, bột năng vào chiên lửa vừa, thi thoảng đảo đều. Khi da heo chuẩn bị nở phồng, tăng lửa đảo đều nhanh tay, vớt ra để ráo. Pha nước xốt: phi thơm tỏi băm, cho thêm 4M nước lọc, 1M nước mắm , 1M đường, 1m Aji heo, nấu sệt. Xào thơm hành tây, ớt, cho da heo đã chiên, nước xốt vào xốc nhanh cho thấm vị, thêm hành lá vào sau cùng","✅ Luộc da heo từ nước nguội,thêm muối đậm đà khi luộc để da heo thấm vị bên trong và phồng giòn., ✅ Chiên da heo lửa nhỏ ban đầu, thêm ít bột năng để hạn chế bắn dầu., ✅ Luôn giữ da heo ngập dầu trong quá trình chiên để da heo không bị chai.","Cho da heo vào dĩa, trang trí thêm ngò rí. Dùng chung với cơm/ thức uống có cồn., 🥛 Bữa phụ tối: Uống kèm sữa ít béo",10,10,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/04/da-heo-chien-nuoc-mam-1.webp,https://monngonmoingay.com/da-heo-chien-nuoc-mam/
188,Cá Chép Chiên Giòn Cuốn Bánh Tráng,"Cốt tắc và quả tắc: 1M / 2 quả, Tỏi băm: 1M, Ớt sừng băm: 1M, Ớt hiểm: 2 quả, Hành lá cắt nhỏ: 2 nhánh, Nước lọc: 500ml, Đậu phông rang bỏ vỏ tách đôi: 2M, Xoài keo: 160g","Cá chép làm sạch để vảy Hành lá cắt nhỏ Xoài keo bào sợi Ngâm ngập cá trong nước lạnh pha 1m muối, 2 quả ớt hiểm đập dập và vắt 2 quả tắc trong 30 phút. Vớt ra để ráo. Pha nước mắm: hòa tan 1M tỏi xay, 1M ớt xay, 1M cốt tắc, 1M đường, 1M nước mắm, 2M nước lọc. Chuẩn bị chảo dầu nóng 160oC. Tẩm cá với 2 gói bột Aji quick khô chiên giòn. Thả từ từ đuôi cá từ thành chảo vào, chiên đến khi cá chín vàng giòn 2 mặt. Vớt ra để ráo. Chan ít dầu nóng vào hành lá để làm mở hành.","Ngâm cá với nước tắc, muối ớt để cá thấm vị và hết mùi tanh., Dùng bột Aji Quick khô để cá có vị đậm đà và không bị văng dầu., Thả từ từ đuôi cá vào thành chảo để bột Aji quick không bị trôi và không bị bắn dầu.","Cho cá ra đĩa rưới mỡ hành và rắc đậu phộng lên trên, dùng nóng. Cuộn với bánh tráng rau sống, chấm nước mắm khi thưởng thức.",35,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/09/ca-chep-chien-gion-cuon-banh-trang-8.jpg,https://monngonmoingay.com/ca-chep-chien-gion-cuon-banh-trang/
189,Salad Cá Ngừ Rau Thơm,"Cá ngừ phi-lê: 300g, Ớt ngọt đà lạt (tái dài): 100g, Cà chua bi nâu: 100g, Rau thơm các loại: 150g, Thính gạo rang: 30g, Xà lách iceberg: 150g, Gia vị nêm sẵn Aji-Quick® Bột Tẩm Khô Chiên Giòn: 2M","Ớt ngọt đà lạt cắt lát Cà chua bi nâu cắt đôi Rau thơm các loại cắt rối Xà lách iceberg cắt khúc Trộn salad: Ớt ngọt cắt lát, xà lách iceberg cắt khúc, cà chua bi cắt đôi, rau thơm cắt rối. Tất cả các nguyên liệu trộn đều. Chiên cá: Trộn bột, cho 2M Gia vị nêm sẵn Aji-Quick® Bột Tẩm Khô Chiên Giòn cùng với thính gạo rang trộn đều sau đó cá ngừ cắt khối hình chữ nhật dài, tiếp theo lăn cá qua bột gạo thính và mang chiên vàng các cạnh cùng với ít dầu với lửa vừa cho cá chín vừa. Vớt ra giấy thấm dầu.","Xốt mè rang Aji – Xốt kết hợp cùng với rau thơm giúp món ăn được hấp dẫn hơn., Trộn thính gạo với Gia Vị Nêm Sẵn Aji-quick bột tẩm khô chiên giòn giúp cá khi chiên có mùi thơm đặc trưng hơn.",Cho salad trộn ra dĩa sau đó cắt cá thành những miếng với độ dày 3mm và xếp lên mặt cuối cùng là cho lá húng lủi lên và rưới 3M xốt mè rang Aji – Xốt lên.,15,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/09/salad-ca-ngu-8.jpg,https://monngonmoingay.com/salad-ca-ngu-rau-thom/
190,Bún Giò Heo Cay,"Giò nạc: 600g, Thơm: 70g, Tôm khô: 10g, Sợi bún to (bún bò ): 700g","Ngâm phai tiết giò heo với nước pha ít muối. Tôm khô ngâm mềm. Sả cây đập giập thắt gút Cho ít dầu vào nồi, cháy vàng thơm đầu hành lá, gắp ra để riêng. Thêm 1.8 lít nước, giò heo, thơm, sả, tôm khô, 1 gói Aji lẩu Thái, nêm 1/2M Hạt nêm Aji-ngon® Heo, 1m bột ngọt Bột ngọt AJI-NO-MOTO®, 1m đường, 3-5 trái ớt hiểm tùy vị, nấu nhỏ lửa đến khi giò chín mềm. Vớt bỏ sả, thơm thêm đầu hành cháy + 1/2M nước mắm vào. Kiểm tra vị vừa ăn.","Ngâm phai tiết để giò heo được sạch, thơm., Thêm thơm để giò nhanh mềm và tạo vị ngọt tự nhiên., Dùng Gia vị nêm sẵn Aji-Quick® Lẩu Thái,có mùi vị đặc trưng và màu sắc đẹp mắt.","Trụng bún nóng cho vào tô, thêm khoanh giò, rau nêm chan nước dùng, dùng nóng chung với rau ăn kèm, mắm ớt.",0,4,Trung bình,https://monngonmoingay.com/wp-content/uploads/2024/11/Bun-gio-heo-cay.png,https://monngonmoingay.com/bun-gio-heo-cay/
191,Canh Chua Cá,"Cá lóc/cá hú/cá basa: 250g, Cà chua: 100g, Thơm: 100g, Bạc hà: 70g, Giá: 70g, Đậu bắp: 70g","Cá lóc/cá hú/cá basa: cắt khứa vừa ăn Cà chua: cắt múi cau Thơm, Bạc hà, ngò gai, rau om: cắt lát mỏng Đậu bắp: bỏ đầu, cắt lát xéo Phi thơm 1M hành tỏi băm, cho cà chua vào xào sơ, thêm 1.5 lít nước vào đun sôi. Cho thơm và cá vào nấu chín, nêm 4M Gia vị nêm sẵn Aji-Quick® Lẩu Thái, 1.5M đường, nếm vị chua nhẹ vừa ăn. Cho bạc hà, đậu bắp, giá vào, khi nước sôi trở lại thì thêm 1.5M nước mắm, rau om, ngò gai, tắt lửa. Múc canh ra tô, rắc tỏi phi lên trên.",nan,"Dùng nóng., Xem thêm các món canh ngon",15,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2023/07/canh-chua-ca.jpg,https://monngonmoingay.com/canh-chua-ca/
